id_production,id_content,title_production,genre,premiere,runtime,imdb_score,language,type,title_content,director,cast,country,date_added,release_year,rating,duration,listed_in,description,id_oscar,id_inf,id_res,title_oscar,year_ceremony,category,name,winner,directed_by,based_on,starring,distributed_by,budget,budget_x_million,box_office,box_office_x_million,imdb,metascore,rotten_tomatoes
345.0,4643.0,The Land of Steady Habits,Drama,"September 14, 2018",98.0,6.2,English,Movie,Open Season: Scared Silly,David Feiss,"William Townsend, Donny Lucas, Melissa Sturm, Trevor Devall, Brian Drummond, Kathleen Barr, Garry Chalk, Lee Tockar, Shannon Chan-Kent, Michelle Murdocca, Lorne Cardinal, Peter Kelamis","United States, Canada","August 1, 2021",2015,PG,85 min,"Children & Family Movies, Comedies","When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear.",342.0,39.0,10277.0,BlacKkKlansman,2019.0,BEST PICTURE,Sean McKittrick. Jason Blum. Raymond Mansfield. Jordan Peele and Spike Lee. Producers,0.0,Spike Lee,['Black Klansman'. 'by'. 'Ron Stallworth'],['John David Washington'. 'Adam Driver'. 'Laura Harrier'. 'Topher Grace'],Focus Features,$15 million,15.0,$93.4 million,93.4,7.5,83.0,96.0
346.0,4647.0,On My Skin,Crime drama,"September 12, 2018",100.0,7.3,Italian,Movie,Pineapple Express,David Gordon Green,"Seth Rogen, James Franco, Danny McBride, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard",United States,"August 1, 2021",2008,R,112 min,"Action & Adventure, Comedies","After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.",343.0,39.0,10317.0,BlacKkKlansman,2019.0,WRITING (Adapted Screenplay),Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,1.0,Spike Lee,['Black Klansman'. 'by'. 'Ron Stallworth'],['John David Washington'. 'Adam Driver'. 'Laura Harrier'. 'Topher Grace'],Focus Features,$15 million,15.0,$93.4 million,93.4,7.5,83.0,96.0
347.0,4660.0,The Most Assassinated Woman in the World,Thriller,"September 7, 2018",102.0,5.3,French,Movie,Planet 51,Jorge Blanco,"Justin Long, Dwayne Johnson, Gary Oldman, Seann William Scott, Jessica Biel, John Cleese, Freddie Benedict","Spain, United Kingdom, United States","August 1, 2021",2009,PG,91 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",344.0,51.0,10096.0,Blade Runner 2049,2018.0,CINEMATOGRAPHY,Roger A. Deakins,1.0,Denis Villeneuve,['Characters from'. 'Do Androids Dream of Electric Sheep?'. 'by'. 'Philip K. Dick'],['Ryan Gosling'. 'Harrison Ford'. 'Ana de Armas'. 'Sylvia Hoeks'. 'Robin Wright'. 'Mackenzie Davis'. 'Carla Juri'. 'Lennie James'. 'Dave Bautista'. 'Jared Leto'],['Warner Bros. Pictures (North America)'. 'Sony Pictures Releasing (International)'],$150–185 million,150.0,$259.3 million,259.3,8.0,81.0,88.0
348.0,4689.0,The After Party,Comedy,"August 24, 2018",89.0,5.8,English,Movie,Poms,Zara Hayes,"Diane Keaton, Jacki Weaver, Pam Grier, Rhea Perlman, Celia Weston, Alisha Boe, Charlie Tahan","United Kingdom, United States","August 1, 2021",2019,PG-13,91 min,Comedies,"After moving to a retirement community, loner Martha befriends a fun-loving neighbor and forms a cheerleading club for young-at-heart seniors.",345.0,51.0,10154.0,Blade Runner 2049,2018.0,PRODUCTION DESIGN,Production Design: Dennis Gassner. Set Decoration: Alessandra Querzola,0.0,Denis Villeneuve,['Characters from'. 'Do Androids Dream of Electric Sheep?'. 'by'. 'Philip K. Dick'],['Ryan Gosling'. 'Harrison Ford'. 'Ana de Armas'. 'Sylvia Hoeks'. 'Robin Wright'. 'Mackenzie Davis'. 'Carla Juri'. 'Lennie James'. 'Dave Bautista'. 'Jared Leto'],['Warner Bros. Pictures (North America)'. 'Sony Pictures Releasing (International)'],$150–185 million,150.0,$259.3 million,259.3,8.0,81.0,88.0
349.0,4707.0,The Package,Black comedy,"August 10, 2018",94.0,5.5,English,Movie,Seabiscuit,Gary Ross,"Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks, Gary Stevens, William H. Macy, David McCullough, Kingston DuCoeur, Eddie Jones, Ed Lauter, Michael O'Neill, Michael Angarano, Royce D. Applegate, Annie Corley, Valerie Mahaffey",United States,"August 1, 2021",2003,PG-13,141 min,"Dramas, Sports Movies",An ungainly-looking colt becomes a winning thoroughbred in this Depression-era drama based on the true story of champion racehorse Seabiscuit.,346.0,51.0,10169.0,Blade Runner 2049,2018.0,SOUND EDITING,Mark Mangini and Theo Green,0.0,Denis Villeneuve,['Characters from'. 'Do Androids Dream of Electric Sheep?'. 'by'. 'Philip K. Dick'],['Ryan Gosling'. 'Harrison Ford'. 'Ana de Armas'. 'Sylvia Hoeks'. 'Robin Wright'. 'Mackenzie Davis'. 'Carla Juri'. 'Lennie James'. 'Dave Bautista'. 'Jared Leto'],['Warner Bros. Pictures (North America)'. 'Sony Pictures Releasing (International)'],$150–185 million,150.0,$259.3 million,259.3,8.0,81.0,88.0
350.0,4719.0,Like Father,Comedy,"August 3, 2018",103.0,6.1,English,Movie,Space Cowboys,Clint Eastwood,"Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, James Cromwell, Marcia Gay Harden, William Devane, Loren Dean, Courtney B. Vance, Rade Serbedzija, Barbara Babcock, Blair Brown",United States,"August 1, 2021",2000,PG-13,130 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.,347.0,51.0,10174.0,Blade Runner 2049,2018.0,SOUND MIXING,Ron Bartlett. Doug Hemphill and Mac Ruth,0.0,Denis Villeneuve,['Characters from'. 'Do Androids Dream of Electric Sheep?'. 'by'. 'Philip K. Dick'],['Ryan Gosling'. 'Harrison Ford'. 'Ana de Armas'. 'Sylvia Hoeks'. 'Robin Wright'. 'Mackenzie Davis'. 'Carla Juri'. 'Lennie James'. 'Dave Bautista'. 'Jared Leto'],['Warner Bros. Pictures (North America)'. 'Sony Pictures Releasing (International)'],$150–185 million,150.0,$259.3 million,259.3,8.0,81.0,88.0
351.0,4752.0,Extinction,Science fiction/Thriller,"July 27, 2018",95.0,5.8,English,Movie,Team America: World Police,Trey Parker,"Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo, Daran Norris, Phil Hendrie, Maurice LaMarche, Chelsea Magritte, Jeremy Shada, Fred Tatasciore","United States, Germany","August 1, 2021",2004,R,98 min,"Action & Adventure, Comedies, Cult Movies","In this musical satire, an all-marionette police force takes on the challenging role of keeping the peace on a troubled planet.",348.0,51.0,10178.0,Blade Runner 2049,2018.0,VISUAL EFFECTS,John Nelson. Gerd Nefzer. Paul Lambert and Richard R. Hoover,1.0,Denis Villeneuve,['Characters from'. 'Do Androids Dream of Electric Sheep?'. 'by'. 'Philip K. Dick'],['Ryan Gosling'. 'Harrison Ford'. 'Ana de Armas'. 'Sylvia Hoeks'. 'Robin Wright'. 'Mackenzie Davis'. 'Carla Juri'. 'Lennie James'. 'Dave Bautista'. 'Jared Leto'],['Warner Bros. Pictures (North America)'. 'Sony Pictures Releasing (International)'],$150–185 million,150.0,$259.3 million,259.3,8.0,81.0,88.0
352.0,4754.0,The Bleeding Edge,Documentary,"July 27, 2018",100.0,7.6,English,Movie,The Edge of Seventeen,Kelly Fremon Craig,"Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson, Blake Jenner, Hayden Szeto, Alexander Calvert, Eric Keenleyside","United States, China","August 1, 2021",2016,R,105 min,"Comedies, Dramas",A troubled teenager finds high school life even less bearable after she catches her childhood best friend hooking up with her popular older brother.,349.0,116.0,9579.0,Blue Jasmine,2014.0,ACTRESS IN A LEADING ROLE,Cate Blanchett,1.0,Woody Allen,NA,['Alec Baldwin'. 'Cate Blanchett'. 'Louis C.K.'. 'Bobby Cannavale'. 'Andrew Dice Clay'. 'Sally Hawkins'. 'Peter Sarsgaard'. 'Michael Stuhlbarg'],Sony Pictures Classics,$18 million,18.0,$99.1 million,99.1,7.3,78.0,91.0
353.0,4774.0,How It Ends,Action-thriller,"July 13, 2018",113.0,5.0,English,Movie,The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,"Abigail Spencer, Chad Michael Murray, Katee Sackhoff, Emily Alyn Lind, Cicely Tyson, Andrea Frankle, Brad James, Lance E. Nichols",United States,"August 1, 2021",2013,R,101 min,Horror Movies,A couple's Georgia dream home becomes a living nightmare when their daughter begins to have frightening visions from the property's terrible past.,350.0,116.0,9583.0,Blue Jasmine,2014.0,ACTRESS IN A SUPPORTING ROLE,Sally Hawkins,0.0,Woody Allen,NA,['Alec Baldwin'. 'Cate Blanchett'. 'Louis C.K.'. 'Bobby Cannavale'. 'Andrew Dice Clay'. 'Sally Hawkins'. 'Peter Sarsgaard'. 'Michael Stuhlbarg'],Sony Pictures Classics,$18 million,18.0,$99.1 million,99.1,7.3,78.0,91.0
354.0,4783.0,The Legacy of a Whitetail Deer Hunter,Adventure/Comedy,"July 6, 2018",83.0,5.5,English,Movie,The Last Boy Scout,Tony Scott,"Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill",United States,"August 1, 2021",1991,R,105 min,"Action & Adventure, Comedies",Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.,351.0,116.0,9688.0,Blue Jasmine,2014.0,WRITING (Original Screenplay),Written by Woody Allen,0.0,Woody Allen,NA,['Alec Baldwin'. 'Cate Blanchett'. 'Louis C.K.'. 'Bobby Cannavale'. 'Andrew Dice Clay'. 'Sally Hawkins'. 'Peter Sarsgaard'. 'Michael Stuhlbarg'],Sony Pictures Classics,$18 million,18.0,$99.1 million,99.1,7.3,78.0,91.0
355.0,4807.0,Calibre,Thriller,"June 29, 2018",101.0,6.8,English,Movie,The Lincoln Lawyer,Brad Furman,"Matthew McConaughey, Josh Lucas, Ryan Phillippe, John Leguizamo, Michael Peña, Bryan Cranston, Bob Gunton, William H. Macy, Marisa Tomei, Frances Fisher",United States,"August 1, 2021",2011,R,118 min,"Dramas, Thrillers",A street-wise defense lawyer who operates out of the back seat of his Lincoln lands a high-profile case that soon puts him and his family in danger.,352.0,33.0,7836.0,Bohemian Rhapsody,1999.0,ACTOR IN A LEADING ROLE,Nick Nolte,0.0,Bryan Singer,NA,['Rami Malek'. 'Lucy Boynton'. 'Gwilym Lee'. 'Ben Hardy'. 'Joe Mazzello'. 'Aidan Gillen'. 'Tom Hollander'. 'Mike Myers'],20th Century Fox,$50–55 million,50.0,$911.1million,911.1,7.9,49.0,6.0
356.0,4812.0,Recovery Boys,Documentary,"June 29, 2018",89.0,6.6,English,Movie,The Losers,Sylvain White,"Jeffrey Dean Morgan, Zoe Saldana, Chris Evans, Idris Elba, Columbus Short, Óscar Jaenada, Jason Patric, Holt McCallany, Peter Macdissi, Peter Francis James","United States, France","August 1, 2021",2010,PG-13,97 min,Action & Adventure,"After a search-and-destroy mission leads to betrayal, an elite black ops squad seeks revenge. But they must remain deep undercover to even the score.",353.0,33.0,7838.0,Bohemian Rhapsody,1999.0,ACTOR IN A SUPPORTING ROLE,James Coburn,1.0,Bryan Singer,NA,['Rami Malek'. 'Lucy Boynton'. 'Gwilym Lee'. 'Ben Hardy'. 'Joe Mazzello'. 'Aidan Gillen'. 'Tom Hollander'. 'Mike Myers'],20th Century Fox,$50–55 million,50.0,$911.1million,911.1,7.9,49.0,6.0
357.0,4813.0,TAU,Science fiction/Thriller,"June 29, 2018",97.0,5.8,English,Movie,The Machinist,Brad Anderson,"Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian, Michael Ironside, Lawrence Gilliard Jr., Reg E. Cathey, Anna Massey, Matthew Romero, Robert Long, Colin Stinton, Craig Stevenson","Spain, France, United Kingdom, United States","August 1, 2021",2004,R,102 min,"Dramas, Independent Movies, Thrillers","Haunted and gaunt after a prolonged bout of insomnia, factory worker Trevor Reznik begins to question his sanity amid a series of mysterious events.",354.0,33.0,10202.0,Bohemian Rhapsody,2019.0,ACTOR IN A LEADING ROLE,Rami Malek,1.0,Bryan Singer,NA,['Rami Malek'. 'Lucy Boynton'. 'Gwilym Lee'. 'Ben Hardy'. 'Joe Mazzello'. 'Aidan Gillen'. 'Tom Hollander'. 'Mike Myers'],20th Century Fox,$50–55 million,50.0,$911.1million,911.1,7.9,49.0,6.0
358.0,4818.0,"To Each, Her Own",Romantic comedy,"June 24, 2018",95.0,5.3,French,Movie,The Net,Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker, Wendy Gazelle, Ken Howard, Ray McKinnon, Daniel Schorr, L. Scott Caldwell, Robert Gossett",United States,"August 1, 2021",1995,PG-13,114 min,Thrillers,"A computer analyst becomes a target after she stumbles onto a conspiracy via a mysterious floppy disk, forcing her to go on the run to clear her name.",355.0,33.0,10253.0,Bohemian Rhapsody,2019.0,FILM EDITING,John Ottman,1.0,Bryan Singer,NA,['Rami Malek'. 'Lucy Boynton'. 'Gwilym Lee'. 'Ben Hardy'. 'Joe Mazzello'. 'Aidan Gillen'. 'Tom Hollander'. 'Mike Myers'],20th Century Fox,$50–55 million,50.0,$911.1million,911.1,7.9,49.0,6.0
359.0,4826.0,Lust Stories,Drama,"June 15, 2018",120.0,6.5,Hindi,Movie,The Original Kings of Comedy,Spike Lee,"Steve Harvey, D.L. Hughley, Cedric the Entertainer, Bernie Mac",United States,"August 1, 2021",2000,R,111 min,Stand-Up Comedy,"Comedians Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac hit the stage in an iconic stand-up concert directed by Spike Lee.",356.0,33.0,10278.0,Bohemian Rhapsody,2019.0,BEST PICTURE,Graham King. Producer,0.0,Bryan Singer,NA,['Rami Malek'. 'Lucy Boynton'. 'Gwilym Lee'. 'Ben Hardy'. 'Joe Mazzello'. 'Aidan Gillen'. 'Tom Hollander'. 'Mike Myers'],20th Century Fox,$50–55 million,50.0,$911.1million,911.1,7.9,49.0,6.0
360.0,4829.0,Set It Up,Romantic comedy,"June 15, 2018",105.0,6.5,English,Movie,Valentine's Day,Garry Marshall,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jamie Foxx, Jennifer Garner, Topher Grace, Anne Hathaway, Ashton Kutcher, Queen Latifah, Taylor Lautner, George Lopez, Shirley MacLaine, Emma Roberts, Julia Roberts, Taylor Swift",United States,"August 1, 2021",2010,PG-13,125 min,"Comedies, Romantic Movies",The tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: February 14.,357.0,33.0,10301.0,Bohemian Rhapsody,2019.0,SOUND EDITING,John Warhurst and Nina Hartstone,1.0,Bryan Singer,NA,['Rami Malek'. 'Lucy Boynton'. 'Gwilym Lee'. 'Ben Hardy'. 'Joe Mazzello'. 'Aidan Gillen'. 'Tom Hollander'. 'Mike Myers'],20th Century Fox,$50–55 million,50.0,$911.1million,911.1,7.9,49.0,6.0
361.0,4834.0,Alex Strangelove,Romantic comedy,"June 8, 2018",99.0,6.3,English,TV Show,Charmed,NA,"Madeleine Mantock, Sarah Jeffery, Melonie Diaz, Rupert Evans, Ser'Darius Blain, Ellen Tamaki, Charlie Gillespie",United States,"July 31, 2021",2021,TV-14,3 Seasons,"TV Dramas, TV Sci-Fi & Fantasy","After their mother’s tragic death, a trio of sisters bond over their newfound powers, vanquish demons and band together to defend their magical legacy.",358.0,33.0,10306.0,Bohemian Rhapsody,2019.0,SOUND MIXING,Paul Massey. Tim Cavagin and John Casali,1.0,Bryan Singer,NA,['Rami Malek'. 'Lucy Boynton'. 'Gwilym Lee'. 'Ben Hardy'. 'Joe Mazzello'. 'Aidan Gillen'. 'Tom Hollander'. 'Mike Myers'],20th Century Fox,$50–55 million,50.0,$911.1million,911.1,7.9,49.0,6.0
362.0,4851.0,Ibiza,Comedy,"may 25, 2018",94.0,5.2,English,Movie,The Lost Café,Kenneth Gyang,"Tunde Aladese, Omatta Udalor, Terje Lien, Ann Njemanze, Anders Lidin Hansen, Jenny Bonden, Belinda Effah, Anita Daniels, Silje Drensgrud, Torbjørn Jensen",NA,"July 31, 2021",2018,TV-14,76 min,"Dramas, International Movies",An aspiring filmmaker grapples with her decision to study abroad in Norway when she meets an insightful but peculiar owner of a curious coffee shop.,359.0,28.0,8353.0,Bombshell,2003.0,MUSIC (Original Song),Music by Eminem. Jeff Bass and Luis Resto. Lyric by Eminem,1.0,Jay Roach,NA,['Charlize Theron'. 'Nicole Kidman'. 'John Lithgow'. 'Kate McKinnon'. 'Connie Britton'. 'Malcolm McDowell'. 'Allison Janney'. 'Margot Robbie'],Lionsgate,$32 million,32.0,$61.4 million,61.4,6.8,64.0,68.0
363.0,4869.0,The Kissing Booth,Romantic comedy,"may 11, 2018",105.0,6.0,English,Movie,The Vault,Jaume Balagueró,"Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham, José Coronado, Luis Tosar, Emilio Gutiérrez Caba, Axel Stein, Daniel Holguín, Famke Janssen",NA,"July 31, 2021",2021,R,118 min,"Action & Adventure, International Movies, Thrillers",A genius engineer and his crew of amateur thieves plot a scheme to seize a legendary lost treasure hidden in a fortress beneath the Bank of Spain.,360.0,28.0,10344.0,Bombshell,2020.0,ACTRESS IN A LEADING ROLE,Charlize Theron,0.0,Jay Roach,NA,['Charlize Theron'. 'Nicole Kidman'. 'John Lithgow'. 'Kate McKinnon'. 'Connie Britton'. 'Malcolm McDowell'. 'Allison Janney'. 'Margot Robbie'],Lionsgate,$32 million,32.0,$61.4 million,61.4,6.8,64.0,68.0
364.0,4878.0,End Game,Documentary,"may 4, 2018",40.0,7.1,English,TV Show,Centaurworld,NA,"Kimiko Glenn, Megan Hilty, Parvesh Cheena, Chris Diamantopoulos, Megan Nicole Dong, Jessie Mueller, Josh Radnor",NA,"July 30, 2021",2021,TV-Y7,1 Season,"Kids' TV, TV Comedies","On a quest to reunite with her trusty rider, a fearless war horse journeys through a whimsical world filled with magic, adventure and singing centaurs.",361.0,28.0,10350.0,Bombshell,2020.0,ACTRESS IN A SUPPORTING ROLE,Margot Robbie,0.0,Jay Roach,NA,['Charlize Theron'. 'Nicole Kidman'. 'John Lithgow'. 'Kate McKinnon'. 'Connie Britton'. 'Malcolm McDowell'. 'Allison Janney'. 'Margot Robbie'],Lionsgate,$32 million,32.0,$61.4 million,61.4,6.8,64.0,68.0
365.0,4879.0,Forgive Us Our Debts,Drama,"may 4, 2018",104.0,6.0,Italian,Movie,Eyes of a Thief,Najwa Najjar,"Khaled Abol El Naga, Souad Massi, Suhail Haddad, Malak Ermileh, Maisa Abd Elhadi, Walid Abdul Salam, Nisreen Faour, Areen Omari","France, Algeria","July 30, 2021",2014,TV-14,103 min,"Dramas, Independent Movies, International Movies","After a decade in prison, a Palestinian man with a dark secret returns to the West Bank and searches for the daughter he lost long ago.",362.0,28.0,10391.0,Bombshell,2020.0,MAKEUP AND HAIRSTYLING,Kazu Hiro. Anne Morgan and Vivian Baker,1.0,Jay Roach,NA,['Charlize Theron'. 'Nicole Kidman'. 'John Lithgow'. 'Kate McKinnon'. 'Connie Britton'. 'Malcolm McDowell'. 'Allison Janney'. 'Margot Robbie'],Lionsgate,$32 million,32.0,$61.4 million,61.4,6.8,64.0,68.0
366.0,4900.0,Sometimes,Drama,"may 1, 2018",101.0,7.2,Tamil,TV Show,Glow Up,NA,NA,United Kingdom,"July 30, 2021",2021,TV-14,3 Seasons,"British TV Shows, International TV Shows, Reality TV","In this competition show, aspiring makeup artists navigate colorful challenges to win a career-making opportunity in the beauty industry.",363.0,745.0,4484.0,Bonnie and Clyde,1968.0,ACTOR,Warren Beatty,0.0,Arthur Penn,NA,['Warren Beatty'. 'Faye Dunaway'. 'Michael J. Pollard'. 'Gene Hackman'. 'Estelle Parsons'],Warner Bros.-Seven Arts,$2.5million,2.5,$70million,70.0,7.8,86.0,88.0
367.0,4908.0,Candy Jar,Comedy,"April 27, 2018",92.0,5.8,English,Movie,I'm Glad I Did,Selçuk Metin,"Metin Akpınar, Demet Akbağ, Umur Bugay, Ahmet Gülhan, Dikmen Gürün, Kandemir Konduk, Perran Kutman, Zeynep Oral, Nevra Serezli, Selma Sonat, Suat Sungur, Ferhan Şensoy, Cihat Tamer, Demet Taner",NA,"July 30, 2021",2020,TV-14,114 min,"Documentaries, International Movies",Glimpse into the life and decades-long career of Turkish performer Metin Akpınar through personal interviews with him and his contemporaries.,364.0,745.0,4490.0,Bonnie and Clyde,1968.0,ACTOR IN A SUPPORTING ROLE,Gene Hackman,0.0,Arthur Penn,NA,['Warren Beatty'. 'Faye Dunaway'. 'Michael J. Pollard'. 'Gene Hackman'. 'Estelle Parsons'],Warner Bros.-Seven Arts,$2.5million,2.5,$70million,70.0,7.8,86.0,88.0
368.0,4912.0,The Rachel Divide,Documentary,"April 27, 2018",104.0,6.2,English,TV Show,Khawatir,NA,NA,NA,"July 30, 2021",2009,TV-14,1 Season,"International TV Shows, Reality TV",Saudi media personality Ahmad Al Shugairi travels around the world on a quest for knowledge in various cities while offering his personal reflections.,365.0,745.0,4493.0,Bonnie and Clyde,1968.0,ACTOR IN A SUPPORTING ROLE,Michael J. Pollard,0.0,Arthur Penn,NA,['Warren Beatty'. 'Faye Dunaway'. 'Michael J. Pollard'. 'Gene Hackman'. 'Estelle Parsons'],Warner Bros.-Seven Arts,$2.5million,2.5,$70million,70.0,7.8,86.0,88.0
369.0,4913.0,The Week Of,Comedy,"April 27, 2018",116.0,5.2,English,TV Show,Myth & Mogul: John DeLorean,NA,NA,NA,"July 30, 2021",2021,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","In the automotive world, John DeLorean rose from engineer to executive to icon. But under the hood of his self-created legend lies darkness and deceit.",366.0,745.0,4495.0,Bonnie and Clyde,1968.0,ACTRESS,Faye Dunaway,0.0,Arthur Penn,NA,['Warren Beatty'. 'Faye Dunaway'. 'Michael J. Pollard'. 'Gene Hackman'. 'Estelle Parsons'],Warner Bros.-Seven Arts,$2.5million,2.5,$70million,70.0,7.8,86.0,88.0
